filename,commit_count,lines,deletions,insertions,bug_fix_commits,bug_density
PatrolPoint.js,4,61707,25431,36276,0,0.0
PatrolPoint.js.meta,4,61707,25431,36276,0,0.0
PerFrameRaycast.js,4,61707,25431,36276,0,0.0
PerFrameRaycast.js.meta,4,61707,25431,36276,0,0.0
PerformBuild.cs,12,521,131,390,0,0.0
PerformBuild.cs.meta,1,69,2,67,0,0.0
PhysicMaterials.meta,4,61707,25431,36276,0,0.0
Physics2DSettings.asset,1,11,0,11,0,0.0
Picture.mat,3,2514,65,2449,0,0.0
Picture.mat.meta,4,2524,75,2449,0,0.0
PictureMaterial.mat,1,1248,7,1241,0,0.0
PictureMaterial.mat.meta,1,1248,7,1241,0,0.0
Pieter.png,1,788,62,726,0,0.0
Pieter.png.meta,1,788,62,726,0,0.0
PlanarRealtimeReflection.shader,4,61707,25431,36276,0,0.0
PlanarRealtimeReflection.shader.meta,4,61707,25431,36276,0,0.0
Plane.fbx,4,61707,25431,36276,0,0.0
Plane.fbx.meta,4,61707,25431,36276,0,0.0
PlaneSmall-lambert2.mat,4,61707,25431,36276,0,0.0
PlaneSmall-lambert2.mat.meta,4,61707,25431,36276,0,0.0
PlaneSmall.fbx,4,61707,25431,36276,0,0.0
PlaneSmall.fbx.meta,4,61707,25431,36276,0,0.0
PlatformRunner.cs,3,54470,18194,36276,0,0.0
PlatformRunner.cs.meta,3,54470,18194,36276,0,0.0
PlatformRunner.meta,3,54470,18194,36276,0,0.0
PlatformRunnerConfiguration.cs,3,54470,18194,36276,0,0.0
PlatformRunnerConfiguration.cs.meta,3,54470,18194,36276,0,0.0
PlatformRunnerSettings.asset,1,123,1,122,1,1.0
PlatformRunnerSettings.asset.meta,1,123,1,122,1,1.0
PlatformRunnerSettings.cs,3,54470,18194,36276,0,0.0
PlatformRunnerSettings.cs.meta,3,54470,18194,36276,0,0.0
PlatformRunnerSettingsWindow.cs,3,54470,18194,36276,0,0.0
PlatformRunnerSettingsWindow.cs.meta,3,54470,18194,36276,0,0.0
PlatformSpecific.meta,1,4181,22,4159,0,0.0
PlaySound.js,4,61707,25431,36276,0,0.0
PlaySound.js.meta,4,61707,25431,36276,0,0.0
Player.FBX,4,61707,25431,36276,0,0.0
Player.FBX.meta,4,61707,25431,36276,0,0.0
Player.meta,12,185121,76293,108828,0,0.0
Player.prefab,6,732,75,657,2,0.3333333333333333
Player.prefab.meta,3,342,43,299,2,0.6666666666666666
Player.tif,4,61707,25431,36276,0,0.0
Player.tif.meta,4,61707,25431,36276,0,0.0
PlayerAnimation.js,4,61707,25431,36276,0,0.0
PlayerAnimation.js.meta,4,61707,25431,36276,0,0.0
PlayerConnectionConfigFile,2,44369,22200,22169,0,0.0
PlayerMoveController.js,4,61707,25431,36276,0,0.0
PlayerMoveController.js.meta,4,61707,25431,36276,0,0.0
PlayerPrefab.prefab,4,61707,25431,36276,0,0.0
PlayerPrefab.prefab.meta,4,61707,25431,36276,0,0.0
PlayerSettingConfigurator.cs,3,54470,18194,36276,0,0.0
PlayerSettingConfigurator.cs.meta,3,54470,18194,36276,0,0.0
Plugins.meta,1,4181,22,4159,0,0.0
PopUpWindow.cs,3,799,305,494,1,0.3333333333333333
PopUpWindow.cs.meta,1,268,84,184,1,1.0
Portraits.meta,1,788,62,726,0,0.0
PostEffectsBase.cs,1,23752,8,23744,0,0.0
PostEffectsBase.cs.meta,1,23752,8,23744,0,0.0
PostEffectsHelper.cs,1,23752,8,23744,0,0.0
PostEffectsHelper.cs.meta,1,23752,8,23744,0,0.0
PostprocessBuildPlayer,2,5022,206,4816,0,0.0
PostprocessBuildPlayer.meta,1,4836,20,4816,0,0.0
PotMaterial.mat,1,23752,8,23744,0,0.0
PotMaterial.mat.meta,1,23752,8,23744,0,0.0
PotPlant.FBX,1,23752,8,23744,0,0.0
PotPlant.FBX.meta,1,23752,8,23744,0,0.0
PotPlant.mat,1,23752,8,23744,0,0.0
PotPlant.mat.meta,1,23752,8,23744,0,0.0
PotPlant.meta,1,23752,8,23744,0,0.0
PotPlant.prefab,1,23752,8,23744,0,0.0
PotPlant.prefab.meta,1,23752,8,23744,0,0.0
Prefabs.meta,6,162781,25448,137333,0,0.0
PrepareSunShaftsBlur.shader,1,23752,8,23744,0,0.0
PrepareSunShaftsBlur.shader.meta,1,23752,8,23744,0,0.0
ProjectSettings.asset,49,113062,1332,111730,12,0.24489795918367346
ProjectSettings.asset.orig,2,13,3,10,0,0.0
ProjectSettingsBase.cs,3,54470,18194,36276,0,0.0
ProjectSettingsBase.cs.meta,3,54470,18194,36276,0,0.0
ProjectVersion.txt,8,4995,251,4744,2,0.25
PropertyPathSelector.cs,3,54470,18194,36276,0,0.0
PropertyPathSelector.cs.meta,3,54470,18194,36276,0,0.0
PropertyResolver.cs,3,54470,18194,36276,0,0.0
PropertyResolver.cs.meta,3,54470,18194,36276,0,0.0
QR.prefab,1,294,45,249,0,0.0
QR.prefab.meta,1,294,45,249,0,0.0
QRCam.cs,12,1471,208,1263,3,0.25
QRCam.cs.meta,2,284,23,261,0,0.0
QRCode.cs,5,647,324,323,1,0.2
QRCode.cs.meta,1,44,0,44,0,0.0
QRCoder.dll,3,8,3,5,0,0.0
QRCoder.dll.meta,2,81,23,58,0,0.0
QRGenerator.cs,12,660,192,468,4,0.3333333333333333
QRGenerator.cs.meta,1,70,4,66,0,0.0
QRScanner.cs,15,2503,555,1948,3,0.2
QRScanner.cs.meta,1,274,5,269,0,0.0
QRView.cs,7,6110,689,5421,1,0.14285714285714285
QRView.cs.meta,1,507,407,100,0,0.0
QRView.unity,6,6178,496,5682,3,0.5
QRView.unity.meta,1,507,407,100,0,0.0
Quads.cs,1,23752,8,23744,0,0.0
Quads.cs.meta,1,23752,8,23744,0,0.0
QualitySettings.asset,9,101856,651,101205,4,0.4444444444444444
README,1,4836,20,4816,0,0.0
README.TXT,1,4181,22,4159,0,0.0
README.TXT.meta,1,4181,22,4159,0,0.0
README.facebook,1,21682,20,21662,0,0.0
README.facebook.meta,1,21682,20,21662,0,0.0
README.md,8,24,5,19,0,0.0
README.meta,1,4836,20,4816,0,0.0
README.txt,2,4283,2052,2231,0,0.0
README.txt.meta,2,4283,2052,2231,0,0.0
RadialBlur.shader,1,23752,8,23744,0,0.0
RadialBlur.shader.meta,1,23752,8,23744,0,0.0
RadioButton.prefab,1,376,146,230,0,0.0
RadioButton.prefab.meta,1,376,146,230,0,0.0
RandomVectors.png,1,23752,8,23744,0,0.0
RandomVectors.png.meta,1,23752,8,23744,0,0.0
RangedTooltipAttribute.cs,1,4836,20,4816,0,0.0
RangedTooltipAttribute.cs.meta,1,4836,20,4816,0,0.0
RangedTooltipDrawer.js,1,4836,20,4816,0,0.0
RangedTooltipDrawer.js.meta,1,4836,20,4816,0,0.0
Readme.mdown,1,21682,20,21662,0,0.0
Readme.mdown.meta,1,21682,20,21662,0,0.0
Reflection.mat,4,61707,25431,36276,0,0.0
Reflection.mat.meta,4,61707,25431,36276,0,0.0
Reflections.meta,4,61707,25431,36276,0,0.0
ReflectiveBackgroundPlanar.shader,4,61707,25431,36276,0,0.0
ReflectiveBackgroundPlanar.shader.meta,4,61707,25431,36276,0,0.0
Register.unity,7,2827,185,2642,3,0.42857142857142855
Register.unity.meta,1,103,3,100,0,0.0
RegisterView.cs,9,3062,298,2764,1,0.1111111111111111
RegisterView.cs.meta,1,103,3,100,0,0.0
Remote_Savable.cs,7,2586,2227,359,3,0.42857142857142855
Remote_Savable.cs.meta,1,207,50,157,1,1.0
Renderer.meta,6,108940,36388,72552,0,0.0
RenderingOptions.cs,3,54470,18194,36276,0,0.0
RenderingOptions.cs.meta,3,54470,18194,36276,0,0.0
Request.cs,2,3535,1375,2160,0,0.0
Request.cs.meta,1,3531,1375,2156,0,0.0
Resources.Designer.cs,1,445,8,437,0,0.0
Resources.meta,28,253299,23139,230160,5,0.17857142857142858
Resources.resx,1,445,8,437,0,0.0
Response.cs,1,3531,1375,2156,0,0.0
Response.cs.meta,1,3531,1375,2156,0,0.0
ResponseCallbackDispatcher.cs,2,3535,1375,2160,0,0.0
ResponseCallbackDispatcher.cs.meta,1,3531,1375,2156,0,0.0
ResultDTO.cs,3,54470,18194,36276,0,0.0
ResultDTO.cs.meta,3,54470,18194,36276,0,0.0
ResultSummarizer.cs,3,54470,18194,36276,0,0.0
ResultSummarizer.cs.meta,3,54470,18194,36276,0,0.0
ResultWriter.meta,3,54470,18194,36276,0,0.0
Rian.png,1,788,62,726,0,0.0
Rian.png.meta,1,788,62,726,0,0.0
Room.unity,1,101002,17,100985,0,0.0
Room.unity.meta,1,101002,17,100985,0,0.0
SSAA.shader,1,23752,8,23744,0,0.0
SSAA.shader.meta,1,23752,8,23744,0,0.0
SSAOShader.shader,1,23752,8,23744,0,0.0
SSAOShader.shader.meta,1,23752,8,23744,0,0.0
SampleTests.cs,4,61707,25431,36276,0,0.0
SampleTests.cs.meta,4,61707,25431,36276,0,0.0
Savable.cs,3,246,69,177,0,0.0
Savable.cs.meta,1,173,53,120,0,0.0
SavableData.cs,2,208,26,182,0,0.0
SavableData.cs.meta,1,66,14,52,0,0.0
SavePopUp.prefab,1,646,420,226,0,0.0
SavePopUp.prefab.meta,1,646,420,226,0,0.0
Scan.unity,9,1238,169,1069,2,0.2222222222222222
Scan.unity.meta,1,51,0,51,0,0.0
ScanEngine.cs,5,1160,406,754,1,0.2
ScanEngine.cs.meta,1,274,5,269,0,0.0
ScanEngine.meta,1,274,5,269,0,0.0
ScanEngineTest.cs,2,269,75,194,0,0.0
ScanID.cs,4,1062,357,705,0,0.0
ScanID.cs.meta,1,274,5,269,0,0.0
ScanIdentity.cs,5,1160,406,754,1,0.2
ScanIdentity.cs.meta,1,274,5,269,0,0.0
ScanQRCode.unity,3,320,39,281,0,0.0
ScanQRCode.unity.meta,1,247,0,247,0,0.0
ScanTechnology.cs,4,1062,357,705,0,0.0
ScanTechnology.cs.meta,1,274,5,269,0,0.0
Scannable.cs,4,1062,357,705,0,0.0
Scannable.cs.meta,1,274,5,269,0,0.0
Scanner.cs,5,1160,406,754,1,0.2
Scanner.cs.meta,1,274,5,269,0,0.0
Scenes.meta,2,101013,17,100996,0,0.0
ScreenOverlay.cs,1,23752,8,23744,0,0.0
ScreenOverlay.cs.meta,1,23752,8,23744,0,0.0
ScreenSpaceAmbientObscurance.cs,1,23752,8,23744,0,0.0
ScreenSpaceAmbientObscurance.cs.meta,1,23752,8,23744,0,0.0
ScreenSpaceAmbientObscurance.shader,1,23752,8,23744,0,0.0
ScreenSpaceAmbientObscurance.shader.meta,1,23752,8,23744,0,0.0
ScreenSpaceAmbientOcclusion.cs,1,23752,8,23744,0,0.0
ScreenSpaceAmbientOcclusion.cs.meta,1,23752,8,23744,0,0.0
Screenshot_2017-05-13-12-11-54.png,1,0,0,0,0,0.0
Screenshot_2017-05-13-12-12-42.png,1,0,0,0,0,0.0
ScriptMapper,3,80,2,78,0,0.0
Scripts.meta,16,293943,52684,241259,0,0.0
ScrollPanel.prefab,2,48,13,35,0,0.0
ScrollPanel.prefab.meta,1,33,4,29,0,0.0
ScrollPanelButton.prefab,1,740,410,330,0,0.0
ScrollPanelButton.prefab.meta,1,740,410,330,0,0.0
ScrollbarWheelListener.cs,4,1300,287,1013,0,0.0
ScrollbarWheelListener.cs.meta,2,575,112,463,0,0.0
SearchMuseumBehaviour.cs,3,1227,466,761,0,0.0
SearchMuseumBehaviour.cs.meta,1,287,1,286,0,0.0
SearchMuseums.unity,5,1227,466,761,2,0.4
SearchMuseums.unity.meta,1,287,1,286,0,0.0
Searching.meta,1,287,1,286,0,0.0
Selectable.cs,5,770,121,649,0,0.0
Selectable.cs.meta,1,239,1,238,0,0.0
SelfIlluminationBlink.js,4,61707,25431,36276,0,0.0
SelfIlluminationBlink.js.meta,4,61707,25431,36276,0,0.0
SeparableBlur.shader,1,23752,8,23744,0,0.0
SeparableBlur.shader.meta,1,23752,8,23744,0,0.0
SeparableBlurPlus.shader,1,23752,8,23744,0,0.0
SeparableBlurPlus.shader.meta,1,23752,8,23744,0,0.0
SeparableWeightedBlurDof34.shader,1,23752,8,23744,0,0.0
SeparableWeightedBlurDof34.shader.meta,1,23752,8,23744,0,0.0
SepiaTone.cs,1,23752,8,23744,0,0.0
SepiaTone.cs.meta,1,23752,8,23744,0,0.0
SepiaToneEffect.shader,1,23752,8,23744,0,0.0
SepiaToneEffect.shader.meta,1,23752,8,23744,0,0.0
SequenceParts.meta,4,61707,25431,36276,0,0.0
Sequences.meta,4,61707,25431,36276,0,0.0
SessionManager.cs,14,6417,2557,3860,0,0.0
SessionManager.cs.meta,1,3531,1375,2156,0,0.0
SetPropertyUtility.cs,1,2141,11,2130,1,1.0
SetPropertyUtility.cs.meta,1,45,11,34,0,0.0
Settings.meta,3,36725,18202,18523,0,0.0
ShaderCache.db,1,72,0,72,0,0.0
Shaders.meta,11,188617,25697,162920,0,0.0
ShockWave_Simple.mat,4,61707,25431,36276,0,0.0
ShockWave_Simple.mat.meta,4,61707,25431,36276,0,0.0
Shockwave.psd,4,61707,25431,36276,0,0.0
Shockwave.psd.meta,4,61707,25431,36276,0,0.0
ShockwaveA.prefab,4,61707,25431,36276,0,0.0
ShockwaveA.prefab.meta,4,61707,25431,36276,0,0.0
ShootAdditive.anim,4,61707,25431,36276,0,0.0
ShootAdditive.anim.meta,4,61707,25431,36276,0,0.0
ShowAlphaChannel.shader,1,23752,8,23744,0,0.0
ShowAlphaChannel.shader.meta,1,23752,8,23744,0,0.0
SignalSender.js,4,61707,25431,36276,0,0.0
SignalSender.js.meta,4,61707,25431,36276,0,0.0
SilhouetteMaterial.mat,1,239,1,238,0,0.0
SilhouetteMaterial.mat.meta,1,239,1,238,0,0.0
SilhouetteOutlineOnly.shader,1,239,1,238,0,0.0
SilhouetteOutlineOnly.shader.meta,1,239,1,238,0,0.0
SimpleBullet.js,4,61707,25431,36276,0,0.0
SimpleBullet.js.meta,4,61707,25431,36276,0,0.0
SimpleClear.shader,1,23752,8,23744,0,0.0
SimpleClear.shader.meta,1,23752,8,23744,0,0.0
SimpleMaterial.mat,2,83,1,82,1,0.5
SimpleMaterial.mat.meta,1,72,0,72,0,0.0
SimpleNoise.mat,4,61707,25431,36276,0,0.0
SimpleNoise.mat.meta,4,61707,25431,36276,0,0.0
SimpleNoise.psd,4,61707,25431,36276,0,0.0
SimpleNoise.psd.meta,4,61707,25431,36276,0,0.0
SimpleTransparentMaterial.mat,1,74,32,42,0,0.0
SimpleTransparentMaterial.mat.meta,1,74,32,42,0,0.0
Skin0.guiskin,2,23111,32,23079,0,0.0
Skin0.guiskin.meta,1,939,0,939,0,0.0
Smoke.psd,4,61707,25431,36276,0,0.0
Smoke.psd.meta,4,61707,25431,36276,0,0.0
SmokeA.mat,4,61707,25431,36276,0,0.0
SmokeA.mat.meta,4,61707,25431,36276,0,0.0
Smoke_Spider_Missile.prefab,4,61707,25431,36276,0,0.0
Smoke_Spider_Missile.prefab.meta,4,61707,25431,36276,0,0.0
Smoke_Storm_UVA_02_test.psd,4,61707,25431,36276,0,0.0
Smoke_Storm_UVA_02_test.psd.meta,4,61707,25431,36276,0,0.0
SocialHitBuilder.cs,1,4836,20,4816,0,0.0
SocialHitBuilder.cs.meta,1,4836,20,4816,0,0.0
Sounds.meta,4,61707,25431,36276,0,0.0
SpawnAtCheckpoint.js,4,61707,25431,36276,0,0.0
SpawnAtCheckpoint.js.meta,4,61707,25431,36276,0,0.0
SpawnObject.js,4,61707,25431,36276,0,0.0
SpawnObject.js.meta,4,61707,25431,36276,0,0.0
Spawner.js,4,61707,25431,36276,0,0.0
Spawner.js.meta,4,61707,25431,36276,0,0.0
SphereShape.psd,1,23752,8,23744,0,0.0
SphereShape.psd.meta,1,23752,8,23744,0,0.0
SpiderAnimation.js,4,61707,25431,36276,0,0.0
SpiderAnimation.js.meta,4,61707,25431,36276,0,0.0
SpiderAnimationTest.js,4,61707,25431,36276,0,0.0
SpiderAnimationTest.js.meta,4,61707,25431,36276,0,0.0
SpiderAttackMoveController.js,4,61707,25431,36276,0,0.0
SpiderAttackMoveController.js.meta,4,61707,25431,36276,0,0.0
SpiderReturnMoveController.js,4,61707,25431,36276,0,0.0
SpiderReturnMoveController.js.meta,4,61707,25431,36276,0,0.0
StackTraceFilter.cs,3,54470,18194,36276,0,0.0
StackTraceFilter.cs.meta,3,54470,18194,36276,0,0.0
Standalone.meta,4,61707,25431,36276,0,0.0
StandaloneInput.cs,1,4181,22,4159,0,0.0
StandaloneInput.cs.meta,1,4181,22,4159,0,0.0
Standard Assets.meta,1,23752,8,23744,0,0.0
StandardSkin.guiskin,1,60,0,60,0,0.0
StandardSkin.guiskin.meta,1,60,0,60,0,0.0
StartScene.unity,3,459,128,331,1,0.3333333333333333
StartScene.unity.meta,1,334,106,228,0,0.0
StartUp.cs,9,920,232,688,2,0.2222222222222222
StartUp.cs.meta,1,334,106,228,0,0.0
Statistics.cs,5,4978,73,4905,1,0.2
Statistics.cs.meta,1,4836,20,4816,0,0.0
StatisticsBehaviour.cs,2,481,244,237,1,0.5
StatisticsBehaviour.cs.meta,1,405,202,203,0,0.0
Statue.obj,1,24240,17,24223,0,0.0
Statue.obj.meta,4,2612,166,2446,1,0.25
Statue.prefab,4,948,53,895,0,0.0
Statue.prefab.meta,3,801,42,759,0,0.0
StatueEmission.png,2,709,13,696,0,0.0
StatueEmission.png.meta,2,709,13,696,0,0.0
StatueMaterial.mat,3,24461,21,24440,0,0.0
StatueMaterial.mat.meta,3,24461,21,24440,0,0.0
StatueNormal.png,2,709,13,696,0,0.0
StatueNormal.png.meta,2,709,13,696,0,0.0
StatueTexture.png,2,709,13,696,0,0.0
StatueTexture.png.meta,2,709,13,696,0,0.0
Stefaan.png,1,788,62,726,0,0.0
Stefaan.png.meta,1,788,62,726,0,0.0
Storable.cs,2,451,40,411,0,0.0
Storable.cs.meta,1,193,3,190,0,0.0
Storage Tests.meta,1,142,12,130,0,0.0
Storage.cs,23,2160,525,1635,3,0.13043478260869565
Storage.cs.meta,3,523,112,411,0,0.0
Storage.meta,2,359,112,247,0,0.0
StringComparer.cs,3,54470,18194,36276,0,0.0
StringComparer.cs.meta,3,54470,18194,36276,0,0.0
StyleSelector.cs,1,507,107,400,0,0.0
StyleSelector.cs.meta,1,507,107,400,0,0.0
Styles.cs,3,54470,18194,36276,0,0.0
Styles.cs.meta,3,54470,18194,36276,0,0.0
Styles.meta,2,23809,8,23801,0,0.0
Sun.flare,1,23752,8,23744,0,0.0
Sun.flare.meta,1,23752,8,23744,0,0.0
SunShafts.cs,1,23752,8,23744,0,0.0
SunShafts.cs.meta,1,23752,8,23744,0,0.0
SunShaftsComposite.shader,1,23752,8,23744,0,0.0
SunShaftsComposite.shader.meta,1,23752,8,23744,0,0.0
SunShaftsEditor.cs,1,23752,8,23744,0,0.0
SunShaftsEditor.cs.meta,1,23752,8,23744,0,0.0
SuperSimpleSelfIllumination.shader,4,61707,25431,36276,0,0.0
SuperSimpleSelfIllumination.shader.meta,4,61707,25431,36276,0,0.0
System.Drawing.dll,2,0,0,0,0,0.0
System.Drawing.dll.meta,4,661,24,637,1,0.25
System.Drawing.dll.meta.orig,1,33,0,33,0,0.0
System.Drawing.dll.meta.orig.meta,1,33,0,33,0,0.0
TagManager.asset,4,132,7,125,0,0.0
Test Terrain.asset,1,187,1,186,0,0.0
Test Terrain.asset.meta,1,187,1,186,0,0.0
TestButton.cs,1,57,27,30,0,0.0
TestButton.cs.meta,1,57,27,30,0,0.0
TestComponent.cs,3,54470,18194,36276,0,0.0
TestComponent.cs.meta,3,54470,18194,36276,0,0.0
TestComponentEditor.cs,3,54470,18194,36276,0,0.0
TestComponentEditor.cs.meta,3,54470,18194,36276,0,0.0
TestFilterSettings.cs,3,54470,18194,36276,0,0.0
TestFilterSettings.cs.meta,3,54470,18194,36276,0,0.0
TestGUIPrefab.cs,2,781,348,433,0,0.0
TestGUIPrefab.cs.meta,1,376,146,230,0,0.0
TestLine.cs,3,54470,18194,36276,0,0.0
TestLine.cs.meta,3,54470,18194,36276,0,0.0
TestQR.jpg,1,507,407,100,0,0.0
TestQR.jpg.meta,1,507,407,100,0,0.0
TestResult.cs,3,54470,18194,36276,0,0.0
TestResult.cs.meta,3,54470,18194,36276,0,0.0
TestResultRenderer.cs,3,54470,18194,36276,0,0.0
TestResultRenderer.cs.meta,3,54470,18194,36276,0,0.0
TestResultState.cs,3,54470,18194,36276,0,0.0
TestResultState.cs.meta,3,54470,18194,36276,0,0.0
TestRunner.cs,6,108940,36388,72552,0,0.0
TestRunner.cs.meta,6,108940,36388,72552,0,0.0
TestRunner.meta,6,108940,36388,72552,0,0.0
TestRunnerCallbackList.cs,6,108940,36388,72552,0,0.0
TestRunnerCallbackList.cs.meta,6,108940,36388,72552,0,0.0
TestRunnerConfigurator.cs,3,54470,18194,36276,0,0.0
TestRunnerConfigurator.cs.meta,3,54470,18194,36276,0,0.0
TestingAssets.meta,3,54470,18194,36276,0,0.0
Tests.meta,1,445,8,437,0,0.0
TextShader3D.mat,1,101002,17,100985,0,0.0
TextShader3D.mat.meta,1,101002,17,100985,0,0.0
TextShader3D.shader,1,101002,17,100985,0,0.0
TextShader3D.shader.meta,1,101002,17,100985,0,0.0
Textures.meta,15,318994,52490,266504,0,0.0
Textures.meta.orig,1,164,1,163,0,0.0
Textures.meta.orig.meta,1,164,1,163,0,0.0
ThrowCustomException.cs,4,61707,25431,36276,0,0.0
ThrowCustomException.cs.meta,4,61707,25431,36276,0,0.0
ThumbStickPad.psd,4,61707,25431,36276,0,0.0
ThumbStickPad.psd.meta,4,61707,25431,36276,0,0.0
Thumbs.db.meta,2,1569,1557,12,0,0.0
ThumbstickBackground.png,1,355,16,339,0,0.0
ThumbstickBackground.png.meta,1,355,16,339,0,0.0
ThumbstickCamera.png,1,355,16,339,0,0.0
ThumbstickCamera.png.meta,1,355,16,339,0,0.0
ThumbstickCameraHL.png,1,355,16,339,0,0.0
ThumbstickCameraHL.png.meta,1,355,16,339,0,0.0
ThumbstickWalk.png,1,355,16,339,0,0.0
ThumbstickWalk.png.meta,1,355,16,339,0,0.0
ThumbstickWalkHL.png,1,355,16,339,0,0.0
ThumbstickWalkHL.png.meta,1,355,16,339,0,0.0
Thumbsticks.meta,1,4181,22,4159,0,0.0
TiltInput.cs,1,4181,22,4159,0,0.0
TiltInput.cs.meta,1,4181,22,4159,0,0.0
TiltShift.cs,1,23752,8,23744,0,0.0
TiltShift.cs.meta,1,23752,8,23744,0,0.0
TiltShiftHdrLensBlur.shader,1,23752,8,23744,0,0.0
TiltShiftHdrLensBlur.shader.meta,1,23752,8,23744,0,0.0
TimeManager.asset,1,11,0,11,0,0.0
TimingHitBuilder.cs,1,4836,20,4816,0,0.0
TimingHitBuilder.cs.meta,1,4836,20,4816,0,0.0
Titouan.png,1,788,62,726,0,0.0
Titouan.png.meta,1,788,62,726,0,0.0
Toast.controller,2,193,76,117,0,0.0
Toast.controller.meta,1,70,1,69,0,0.0
Toast.cs,5,577,217,360,2,0.4
Toast.cs.meta,1,70,1,69,0,0.0
Toast.meta,1,70,1,69,0,0.0
Toast.prefab,3,80,2,78,1,0.3333333333333333
Toast.prefab.meta,2,72,2,70,1,0.5
ToastAnimation.anim,2,79,7,72,1,0.5
ToastAnimation.anim.meta,1,70,1,69,0,0.0
Tonemapper.shader,1,23752,8,23744,0,0.0
Tonemapper.shader.meta,1,23752,8,23744,0,0.0
Tonemapping.cs,1,23752,8,23744,0,0.0
Tonemapping.cs.meta,1,23752,8,23744,0,0.0
TonemappingEditor.cs,1,23752,8,23744,0,0.0
TonemappingEditor.cs.meta,1,23752,8,23744,0,0.0
ToolArt.png,1,1215,5,1210,0,0.0
ToolArt.png.meta,1,1215,5,1210,0,0.0
ToolArtHL.png,1,1215,5,1210,0,0.0
ToolArtHL.png.meta,1,1215,5,1210,0,0.0
ToolBuild.png,1,1215,5,1210,0,0.0
ToolBuild.png.meta,1,1215,5,1210,0,0.0
ToolBuildHL.png,1,1215,5,1210,0,0.0
ToolBuildHL.png.meta,1,1215,5,1210,0,0.0
ToolObject.png,1,1215,5,1210,0,0.0
ToolObject.png.meta,1,1215,5,1210,0,0.0
ToolObjectHL.png,1,1215,5,1210,0,0.0
ToolObjectHL.png.meta,1,1215,5,1210,0,0.0
ToolPan.png,1,1215,5,1210,0,0.0
ToolPan.png.meta,1,1215,5,1210,0,0.0
ToolPanHL.png,1,1215,5,1210,0,0.0
ToolPanHL.png.meta,1,1215,5,1210,0,0.0
ToolRotate.png,1,1215,5,1210,0,0.0
ToolRotate.png.meta,1,1215,5,1210,0,0.0
ToolRotateHL.png,1,1215,5,1210,0,0.0
ToolRotateHL.png.meta,1,1215,5,1210,0,0.0
ToolSelect.png,1,1215,5,1210,0,0.0
ToolSelect.png.meta,1,1215,5,1210,0,0.0
ToolSelectHL.png,1,1215,5,1210,0,0.0
ToolSelectHL.png.meta,1,1215,5,1210,0,0.0
ToolStyle.png,1,1215,5,1210,0,0.0
ToolStyle.png.meta,1,1215,5,1210,0,0.0
ToolStyleHL.png,1,1215,5,1210,0,0.0
ToolStyleHL.png.meta,1,1215,5,1210,0,0.0
ToolTrash.png,1,1215,5,1210,0,0.0
ToolTrash.png.meta,1,1215,5,1210,0,0.0
ToolTrashHL.png,1,1215,5,1210,0,0.0
ToolTrashHL.png.meta,1,1215,5,1210,0,0.0
ToolZoom.png,1,1215,5,1210,0,0.0
ToolZoom.png.meta,1,1215,5,1210,0,0.0
ToolZoomHL.png,1,1215,5,1210,0,0.0
ToolZoomHL.png.meta,1,1215,5,1210,0,0.0
TooltipAttribute.cs,1,4836,20,4816,0,0.0
TooltipAttribute.cs.meta,1,4836,20,4816,0,0.0
TooltipDrawer.cs,1,4836,20,4816,0,0.0
TooltipDrawer.cs.meta,1,4836,20,4816,0,0.0
TouchPad.cs,1,4181,22,4159,0,0.0
TouchPad.cs.meta,1,4181,22,4159,0,0.0
Trail.mat,4,61707,25431,36276,0,0.0
Trail.mat.meta,4,61707,25431,36276,0,0.0
TransactionHitBuilder.cs,1,4836,20,4816,0,0.0
TransactionHitBuilder.cs.meta,1,4836,20,4816,0,0.0
TransformComparer.cs,3,54470,18194,36276,0,0.0
TransformComparer.cs.meta,3,54470,18194,36276,0,0.0
Triangles.cs,1,23752,8,23744,0,0.0
Triangles.cs.meta,1,23752,8,23744,0,0.0
TriggerOnMouseOrJoystick.js,4,61707,25431,36276,0,0.0
TriggerOnMouseOrJoystick.js.meta,4,61707,25431,36276,0,0.0
Twirl.cs,1,23752,8,23744,0,0.0
Twirl.cs.meta,1,23752,8,23744,0,0.0
TwirlEffect.shader,1,23752,8,23744,0,0.0
TwirlEffect.shader.meta,1,23752,8,23744,0,0.0
UI Sprites.meta,1,60,0,60,0,0.0
UIBackground.psd,1,101002,17,100985,0,0.0
UIBackground.psd.meta,1,101002,17,100985,0,0.0
UIDefault.mat,1,12,1,11,0,0.0
UIDefault.mat.meta,1,12,1,11,0,0.0
UnitTestExamples.meta,8,62615,25665,36950,0,0.0
UnitTestInfo.cs,3,54470,18194,36276,0,0.0
UnitTestInfo.cs.meta,3,54470,18194,36276,0,0.0
UnitTestRendererLine.cs,3,54470,18194,36276,0,0.0
UnitTestRendererLine.cs.meta,3,54470,18194,36276,0,0.0
UnitTestResult.cs,3,54470,18194,36276,0,0.0
UnitTestResult.cs.meta,3,54470,18194,36276,0,0.0
UnitTestResults.xml,1,150,19,131,0,0.0
UnitTestView.cs,3,54470,18194,36276,0,0.0
UnitTestView.cs.meta,3,54470,18194,36276,0,0.0
UnitTesting.meta,3,54470,18194,36276,0,0.0
UnitTestsRunnerSettings.asset,3,36725,18202,18523,0,0.0
